RCDTS,Type,School Name,District,City,County,District Type,District Size,School Type,Grades Served,Summative Designation,Summative Designation: Student Group(s),Title 1 Status,State Senate District,State Representative District,EBF Tier,% EBF Capacity to Meet Expectations,# School Enrollment,$ Site-Level Per-Pupil Expenditures - Federal,$ Site-level Per-Pupil Expenditures - State/Local,$ Site-level PEr-Pupil Expenditures - Subtotal,$ District Centralized Per-Pupil Expenditure - Federal,$ District Centralized Per-Pupil Expenditure - State/Local,$ District Centralized Per-Pupil Expenditure - Subtotal,$ Total Per-Pupil Expenditures - Federal,$ Total Per-Pupil Expenditures - State/Local,$ Total Per-Pupil Expenditures - Subtotal,$ Exclusions,$ Total Expenditures,$ Local Property Taxes 2017-18,% Local Property Taxes 2017-18,$ Other Local Funding 2017-18,% Other Local Funding 2017-18,$ General State Aid 2017-18,% General State Aid 2017-18,$ Other State Funding 2017-18,% Other State Funding 2017-18,$ Federal Funding 2017-18,% Federal Funding 2017-18,$ Total Revenue Source 2017-18,$ EAV per Pupil 2017-18,$ Total School Tax Rate per $100 2017-18,$ Instructional Expenditure per Pupil 2017-18,$ Operating Expenditures 2017-18,$ Instruction 2017-18,% Instruction 2017-18,$ General Admin 2017-18,% General Admin 2017-18,$ Supporting Services 2017-18,% Supporting Services 2017-18,$ Other Expenditures 2017-18,% Other Expenditures 2017-18,$ Education Fund 2017-18,% Education Fund 2017-18,$ Operations/B/M 2017-18,% Operations/B/M 2017-18,$ Transportation 2017-18,% Transportation 2017-18,$ Debt Service 2017-18,% Debt Service 2017-18,$ Tort 2017-18,% Tort 2017-18,$ Munic. Ret. / Soc. Security 2017-18,% Munic. Ret. / Soc. Security 2017-18,$ Fire Prev. & Safety 2017-18,% Fire Prev. & Safety 2017-18,$ Capital Projects Fund 2017-18,% Capital Projects Fund 2017-18,$ Total Expenditures 2017-18
110213020262001,School,Villa Grove Elem School,Villa Grove CUSD 302,Villa Grove,Douglas,UNIT,MEDIUM,ELEMENTARY,PK K 1 2 3 4 5 6,Commendable,All Students,Targeted Assistance Title I Program,51,102,1,63.6,350.8,0,4322.869,4322.869,0,4833.5928,4833.5928,0,9156.4618,9156.4618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110213050260000,District,,Arthur CUSD 305,Arthur,Douglas,UNIT,MEDIUM,,,,,,,,2,84.7,1210,215.472124,5370.307223,5585.779347,320.160843,3916.630471,4236.791314,535.6329669,9286.937694,9822.570661,924943.17,12810253.67,8146551,61.9,665065,5.1,2038354,15.5,1491976,11.3,811832,6.2,13153778,174122.55,4.28,5692.18,9588.54,6750643,53,537159,4.2,4155921,32.6,1287844,10.1,9196011,72.2,973079,7.6,1055788,8.3,665989,5.2,294071,2.3,323425,2.5,32980,0.3,190224,1.5,12731567
110213050260001,School,Arthur-Lovington-Atwood-Hammond High School,Arthur CUSD 305,Arthur,Douglas,UNIT,MEDIUM,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,51,102,2,84.7,328,0,6385.512591,6385.512591,320.1590854,3585.868445,3906.02753,320.1590854,9971.381037,10291.54012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110213050262003,School,Arthur Grade School,Arthur CUSD 305,Arthur,Douglas,UNIT,MEDIUM,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,Underperforming,CWD,Schoolwide Title I Program,51,102,2,84.7,404,234.8397277,4081.089257,4315.928985,320.1438861,3942.189505,4262.333391,554.9836139,8023.278762,8578.262376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110213050262004,School,Lovington Grade School,Arthur CUSD 305,Lovington,Douglas,UNIT,MEDIUM,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,Commendable,All Students,Schoolwide Title I Program,51,102,2,84.7,200,319.104,5946.56395,6265.66795,320.14965,4270.86885,4591.0185,639.25365,10217.4328,10856.68645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110213050262005,School,Atwood-Hammond Grade School,Arthur CUSD 305,Atwood,Douglas,UNIT,MEDIUM,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,Commendable,All Students,Schoolwide Title I Program,51,101,2,84.7,278,366.9971942,5631.477554,5998.474748,320.1956115,4014.890971,4335.086583,687.1928058,9646.368525,10333.56133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110213060260000,District,,Arcola CUSD 306,Arcola,Douglas,UNIT,MEDIUM,,,,,,,,2,74.4,721.395,383.0595796,7725.145843,8108.205422,214.01,3113.88,3327.89,597.0695796,10839.02584,11436.09542,699306.03,8949248.087,4037751,43.2,1059629,11.3,3011910,32.2,793604,8.5,442177,4.7,9345071,138047.69,4.54,6296.29,10920.29,3968552,50.4,488721,6.2,2627367,33.3,795293,10.1,5692550,72.2,661224,8.4,403793,5.1,283327,3.6,271169,3.4,219201,2.8,60784,0.8,287885,3.7,7879933
110213060260001,School,Arcola High School,Arcola CUSD 306,Arcola,Douglas,UNIT,MEDIUM,HIGH SCHOOL, 7 8 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",51,102,2,74.4,331.395,92.52,9042.57,9135.09,214.01,3113.88,3327.89,306.53,12156.45,12462.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110213060262002,School,Arcola Elementary School,Arcola CUSD 306,Arcola,Douglas,UNIT,MEDIUM,ELEMENTARY,PK K 1 2 3 4 5 6,Commendable,All Students,Schoolwide Title I Program,51,102,2,74.4,390,629.94,6605.69,7235.63,214.01,3113.88,3327.89,843.95,9719.57,10563.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110230010260000,District,,Shiloh CUSD 1,Hume,Edgar,UNIT,SMALL,,,,,,,,4,107.7,380,375.0855263,4582.769737,4957.855263,667,5450,6117,1042.085526,10032.76974,11074.85526,711600,4920045,3928575,67.4,288338,4.9,607251,10.4,584701,10,416238,7.1,5825103,262040.98,3.98,5470.59,10185.97,1966843,43.6,454887,10.1,1467553,32.5,624912,13.8,3118604,69.1,383731,8.5,309012,6.8,124115,2.7,269221,6,142006,3.1,3457,0.1,164049,3.6,4514195
110230010260001,School,Shiloh High School,Shiloh CUSD 1,Hume,Edgar,UNIT,SMALL,HIGH SCHOOL, 6 7 8 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,51,102,4,107.7,197.5,0,5076,5076,667,5450,6117,667,10526,11193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110230010262002,School,Shiloh Elementary School,Shiloh CUSD 1,Hume,Edgar,UNIT,SMALL,ELEMENTARY,PK K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,51,102,4,107.7,182.5,781,4049,4830,667,5450,6117,1448,9499,10947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110230030260000,District,,Kansas CUSD 3,Kansas,Edgar,UNIT,SMALL,,,,,,,,2,86.8,204.5,536.7239768,8668.199481,9204.923458,0,2111.7892,2111.7892,536.7239768,10779.98868,11316.71266,173368,2487635.739,1567023,58.1,321059,11.9,572477,21.2,102731,3.8,135413,5,2698703,179213.22,4.37,5851.05,10870.74,1134635,49.6,314679,13.7,665936,29.1,174575,7.6,1525099,66.6,184497,8.1,112827,4.9,97717,4.3,219183,9.6,89298,3.9,20707,0.9,40497,1.8,2289825
110230030260001,School,Kansas High School,Kansas CUSD 3,Kansas,Edgar,UNIT,SMALL,HIGH SCHOOL, 7 8 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",55,110,2,86.8,105.5,242.1739,9215.0018,9457.1757,0,2111.7892,2111.7892,242.1739,11326.791,11568.9649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110230030262002,School,Kansas Elem School,Kansas CUSD 3,Kansas,Edgar,UNIT,SMALL,ELEMENTARY,PK K 1 2 3 4 5 6,Commendable,All Students,Targeted Assistance Title I Program,55,110,2,86.8,99,850.6132,8085.496,8936.1092,0,2111.7892,2111.7892,850.6132,10197.2852,11047.8984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110230040260000,District,,Paris CUSD 4,Paris,Edgar,UNIT,SMALL,,,,,,,,2,79.7,680,197.7624073,4481.145467,4678.907874,175.5276499,2908.526863,3084.054512,373.2900572,7389.672329,7762.962387,714762.91,5993577.333,4026112,60.4,373369,5.6,1515953,22.8,440202,6.6,304676,4.6,6660312,231757.28,4.05,4623.48,8983.05,1934232,34.1,326434,5.8,1327807,23.4,2087960,36.8,3902630,68.8,535242,9.4,430944,7.6,502853,8.9,175400,3.1,127553,2.2,111,0,1700,0,5676433
110230040261001,School,Crestwood Jr High School,Paris CUSD 4,Paris,Edgar,UNIT,SMALL,MIDDLE SCHL, 6 7 8,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",51,102,2,79.7,151.5,35.6554,3110.4719,3146.1273,275.9741,4333.0732,4609.0473,311.6295,7443.5451,7755.1746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110230040262001,School,Crestwood Elem School,Paris CUSD 4,Paris,Edgar,UNIT,SMALL,ELEMENTARY,PK K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,51,102,2,79.7,339.5,380.1963,3370.6697,3750.866,228.4204,3554.9769,3783.3973,608.6167,6925.6466,7534.2633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110230060260000,District,,Edgar County CUD 6,Chrisman,Edgar,UNIT,SMALL,,,,,,,,2,87.1,328.3,297.6073378,4561.995559,4859.602897,321.53,4531.513314,4853.043314,619.1373378,9093.508873,9712.646211,92036,3280697.751,2418636,62.1,281954,7.2,611623,15.7,353050,9.1,230139,5.9,3895402,183530.89,4.29,5578.59,10161.28,1630622,51.2,302587,9.5,1156768,36.3,93784,2.9,2532482,79.5,257474,8.1,164374,5.2,0,0,123710,3.9,100894,3.2,4827,0.2,0,0,3183761
110230060260001,School,Chrisman High School,Edgar County CUD 6,Chrisman,Edgar,UNIT,SMALL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",51,102,2,87.1,101,0,7138.94,7138.94,321.53,4601.25,4922.78,321.53,11740.19,12061.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110230060261001,School,Chrisman-Scottland Jr High School,Edgar County CUD 6,Chrisman,Edgar,UNIT,SMALL,MIDDLE SCHL, 6 7 8,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",51,102,2,87.1,79,0,3235.41,3235.41,321.53,4601.25,4922.78,321.53,7836.66,8158.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110230060262003,School,Chrisman Elem School,Edgar County CUD 6,Chrisman,Edgar,UNIT,SMALL,ELEMENTARY,PK K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,51,102,2,87.1,148.3,658.83,3513.64,4172.47,321.53,4446.87,4768.4,980.36,7960.51,8940.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110230950250000,District,,Paris-Union SD 95,Paris,Edgar,UNIT,MEDIUM,,,,,,,,1,60.5,1350.085,2303,6909,9212,0,177,177,2303,7086,9389,0,12675948.07,3172367,24.5,821308,6.4,7146089,55.3,836975,6.5,951957,7.4,12928696,97191,4,6488.81,10703.5,5311285,44.1,403293,3.3,2820602,23.4,3510651,29.1,9226617,76.6,1155844,9.6,331016,2.7,549825,4.6,286654,2.4,352357,2.9,0,0,143518,1.2,12045831
110230950251001,School,Mayo Middle School,Paris-Union SD 95,Paris,Edgar,UNIT,MEDIUM,MIDDLE SCHL, 6 7 8,Commendable,All Students,Schoolwide Title I Program,51,102,1,60.5,273.5,2303,6909,9212,0,177,177,2303,7086,9389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110230950252003,School,Memorial Elementary School,Paris-Union SD 95,Paris,Edgar,UNIT,MEDIUM,ELEMENTARY,PK K 1 2,Commendable,All Students,Schoolwide Title I Program,51,102,1,60.5,310,2303,6909,9212,0,177,177,2303,7086,9389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110230950252006,School,Carolyn Wenz Elem School,Paris-Union SD 95,Paris,Edgar,UNIT,MEDIUM,ELEMENTARY, 3 4 5,Commendable,All Students,Schoolwide Title I Program,51,102,1,60.5,294.5,2303,6909,9212,0,177,177,2303,7086,9389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110230950253001,School,Creative Center for Children,Paris-Union SD 95,Paris,Edgar,UNIT,MEDIUM,PreK,PK,,,,51,102,1,60.5,88.5,2303,6909,9212,0,177,177,2303,7086,9389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110238000800000,District,,Paris Cooperative High School,,,HIGH SCHOOL,SMALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110238000800001,School,Paris Cooperative High School,Paris Cooperative High School,Paris,Edgar,HIGH SCHOOL,SMALL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,,51,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110703000260000,District,,Sullivan CUSD 300,Sullivan,Moultrie,UNIT,MEDIUM,,,,,,,,1,62.3,1183.9,182.0995118,5820.400219,6002.499731,108.3656483,1512.777393,1621.143042,290.4651601,7333.177612,7623.642772,536758.23,9562388.908,4942052,46.5,658239,6.2,3725428,35,539686,5.1,773296,7.3,10638701,113081.92,4.09,4756.94,8193.92,5024229,50.8,537361,5.4,3122558,31.6,1206879,12.2,6878057,69.5,860438,8.7,592054,6,1026047,10.4,212309,2.1,285499,2.9,0,0,36623,0.4,9891027
110703000260004,School,Sullivan High School,Sullivan CUSD 300,Sullivan,Moultrie,UNIT,MEDIUM,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,51,102,1,62.3,316,82.09,8196.58,8278.67,108.36,1512.7,1621.06,190.45,9709.28,9899.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110703000261001,School,Sullivan Middle School,Sullivan CUSD 300,Sullivan,Moultrie,UNIT,MEDIUM,MIDDLE SCHL, 5 6 7 8,Commendable,All Students,Schoolwide Title I Program,51,102,1,62.3,355.7,0,4473.61,4473.61,108.35,1512.54,1620.89,108.35,5986.15,6094.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110703000262001,School,Sullivan Elem School,Sullivan CUSD 300,Sullivan,Moultrie,UNIT,MEDIUM,ELEMENTARY,PK K 1 2 3 4,Commendable,All Students,Schoolwide Title I Program,51,102,1,62.3,512.2,370.26,5289.71,5659.97,108.38,1512.99,1621.37,478.64,6802.7,7281.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110703020260000,District,,Okaw Valley CUSD 302,Bethany,Moultrie,UNIT,MEDIUM,,,,,,,,2,87,526,302.6436787,6833.908446,7136.552125,176.1562558,2521.258307,2697.414563,478.7999345,9355.166753,9833.966688,5197199.34,10369865.82,4112420,67.8,326518,5.4,997103,16.4,291464,4.8,340809,5.6,6068314,192705.47,4.69,5212.22,10782.38,2333512,39,403204,6.7,2131639,35.6,1122366,18.7,3670446,61.3,629847,10.5,448189,7.5,213850,3.6,209006,3.5,156780,2.6,44214,0.7,618389,10.3,5990721
110703020260001,School,Okaw Valley High School,Okaw Valley CUSD 302,Bethany,Moultrie,UNIT,MEDIUM,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",51,102,2,87,165,149.78,8215.7418,8365.5218,252.4558,2549.9394,2802.3952,402.2358,10765.6812,11167.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110703020261001,School,Okaw Valley Middle School,Okaw Valley CUSD 302,Findlay,Moultrie,UNIT,MEDIUM,MIDDLE SCHL, 5 6 7 8,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",51,102,2,87,163.5,170.05,6629.038,6799.088,252.4558,2549.9394,2802.3952,422.5058,9178.9774,9601.4832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110703020262001,School,Okaw Valley Elementary School,Okaw Valley CUSD 302,Bethany,Moultrie,UNIT,MEDIUM,ELEMENTARY,PK K 1 2 3 4,Commendable,All Students,Schoolwide Title I Program,51,102,2,87,197.5,540.12,5849.067,6389.187,49.2479,2473.5533,2522.8012,589.3679,8322.6203,8911.9882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110870010260000,District,,Windsor CUSD 1,Windsor,Shelby,UNIT,SMALL,,,,,,,,2,67.2,374.5,588.2057677,6152.837089,6741.042857,192.9066222,2330.711963,2523.618585,781.1123899,8483.549052,9264.661442,250485.61,3720101.32,1627232,43.1,219688,5.8,1272787,33.7,247305,6.6,407074,10.8,3774086,140860.98,3.48,5553.6,10383.24,1753715,49.3,193192,5.4,1368845,38.5,239556,6.7,2751192,77.4,306160,8.6,235856,6.6,0,0,61161,1.7,107534,3,9228,0.3,84177,2.4,3555308
110870010260002,School,Windsor Jr & Sr High School,Windsor CUSD 1,Windsor,Shelby,UNIT,SMALL,HIGH SCHOOL, 7 8 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",51,102,2,67.2,147.5,57.04088136,7875.227183,7932.268064,192.9066222,2330.711963,2523.618585,249.9475035,10205.93915,10455.88665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110870010262002,School,Windsor Elem School,Windsor CUSD 1,Windsor,Shelby,UNIT,SMALL,ELEMENTARY,PK K 1 2 3 4 5 6,Commendable,All Students,Schoolwide Title I Program,51,102,2,67.2,227,933.3459471,5033.66291,5967.008857,192.9066222,2330.711963,2523.618585,1126.252569,7364.374873,8490.627442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11087003A260000,District,,Cowden-Herrick CUSD 3A,Cowden,Shelby,UNIT,SMALL,,,,,,,,1,65.4,392.98,165.3656929,4730.197466,4895.563158,439.9749097,3858.852283,4298.827192,605.3406026,8589.049748,9194.390351,256978.75,3870190.27,1131903,25.1,292815,6.5,2314089,51.4,307096,6.8,455507,10.1,4501410,65341.45,4.74,5498.13,10244.9,1847535,47.6,352836,9.1,1324985,34.1,355588,9.2,2941139,75.8,333217,8.6,223423,5.8,40950,1.1,164499,4.2,131612,3.4,33523,0.9,12581,0.3,3880944
11087003A260001,School,Cowden-Herrick Jr/Sr High School,Cowden-Herrick CUSD 3A,Cowden,Shelby,UNIT,SMALL,HIGH SCHOOL,PK 6 7 8 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,51,102,1,65.4,211.98,86.65383527,5584.732145,5671.38598,439.9749097,3941.669519,4381.644429,526.6287449,9526.401664,10053.03041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11087003A262001,School,Cowden-Herrick Grade School,Cowden-Herrick CUSD 3A,Herrick,Shelby,UNIT,SMALL,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,Schoolwide Title I Program,51,102,1,65.4,140,332.9752143,4821.582,5154.557214,439.9749097,3980.298029,4420.272938,772.9501239,8801.880029,9574.830153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110870040260000,District,,Shelbyville CUSD 4,Shelbyville,Shelby,UNIT,MEDIUM,,,,,,,,1,64.4,1115.88,30.53284296,4491.539791,4522.072633,585.2533655,4091.872076,4677.125442,615.7862085,8583.411867,9199.198075,1086281.29,11351482.44,5125145,43.4,729259,6.2,4295854,36.3,1060786,9,607467,5.1,11818511,106340.39,4.14,5604.21,8881.01,6182175,56.6,382852,3.5,3268362,29.9,1098300,10,8528792,78,810700,7.4,707504,6.5,361678,3.3,125449,1.1,315422,2.9,24264,0.2,57880,0.5,10931689
110870040260001,School,Shelbyville High School,Shelbyville CUSD 4,Shelbyville,Shelby,UNIT,MEDIUM,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",51,102,1,64.4,327.5,0,4744.2794,4744.2794,348.5617,4085.549,4434.1107,348.5617,8829.8284,9178.3901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110870040262002,School,Moulton Elementary School,Shelbyville CUSD 4,Shelbyville,Shelby,UNIT,MEDIUM,ELEMENTARY, 4 5 6 7 8,Commendable,All Students,Schoolwide Title I Program,51,102,1,64.4,446.38,0,4110.253,4110.253,577.812,4509.7604,5087.5724,577.812,8620.0134,9197.8254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110870040262003,School,Main Street Elementary School,Shelbyville CUSD 4,Shelbyville,Shelby,UNIT,MEDIUM,ELEMENTARY,PK 1 2 3,Commendable,All Students,Schoolwide Title I Program,51,102,1,64.4,256,133.0898,4724.9417,4858.0315,940.2872,3735.3592,4675.6464,1073.377,8460.3009,9533.6779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110870040262006,School,Shelbyville Kindergarten Center,Shelbyville CUSD 4,Shelbyville,Shelby,UNIT,MEDIUM,ELEMENTARY, K,,,Schoolwide Title I Program,51,102,1,64.4,86,0,4813.3501,4813.3501,468.3875,3008.1641,3476.5516,468.3875,7821.5142,8289.9017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11087005A260000,District,,Stewardson-Strasburg CUD 5A,Strasburg,Shelby,UNIT,SMALL,,,,,,,,2,65.9,367.12,91.82465134,4557.951859,4649.77651,868.75,3310.46,4179.21,960.5746513,7868.411859,8828.98651,596095.01,3837392.538,1762853,46.3,290231,7.6,1257526,33,248196,6.5,246828,6.5,3805634,108103.61,4.65,4450.37,8396.88,1502890,34.1,298731,6.8,1000884,22.7,1599704,36.3,2131444,48.4,330578,7.5,184703,4.2,524466,11.9,179309,4.1,83182,1.9,915071,20.8,53456,1.2,4402209
11087005A260001,School,Stewardson-Strasburg High School,Stewardson-Strasburg CUD 5A,Strasburg,Shelby,UNIT,SMALL,HIGH SCHOOL, 9 10 11 12,,,Schoolwide Title I Program,51,102,2,65.9,111,33.62,6350.75,6384.37,868.75,3310.46,4179.21,902.37,9661.21,10563.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11087005A262003,School,Stewardson-Strasburg Elem School,Stewardson-Strasburg CUD 5A,Strasburg,Shelby,UNIT,SMALL,ELEMENTARY,PK K 1 2 3 4 5 6 7 8,Commendable,All Students,Schoolwide Title I Program,51,102,2,65.9,256.12,117.05,3780.97,3898.02,868.75,3310.46,4179.21,985.8,7091.43,8077.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110870210260000,District,,Central A & M CUD 21,Assumption,Shelby,UNIT,MEDIUM,,,,,,,,2,76.8,695.005,928.857726,10668.17104,11597.02877,0,1152.913053,1152.913053,928.857726,11821.0841,12749.94182,7664862.68,16526136,4814472.89,48.7,990544.45,10,2342443,23.7,1094729.17,11.1,653700.05,6.6,9895889.56,145266.27,4.92,7049.71,11961.11,4621510,34,667890.68,4.9,2446533.82,18,5871583.06,43.1,6611065.17,48.6,553846.1,4.1,395802.31,2.9,4891809,35.9,487105.2,3.6,178629.71,1.3,31757,0.2,457503.07,3.4,13607517.56
110870210260001,School,Central A & M High School,Central A & M CUD 21,Moweaqua,Shelby,UNIT,MEDIUM,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",51,102,2,76.8,222.46,505.94,10402.76,10908.7,0,1195.82,1195.82,505.94,11598.58,12104.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110870210261001,School,Central A & M Middle School,Central A & M CUD 21,Assumption,Shelby,UNIT,MEDIUM,MIDDLE SCHL, 6 7 8,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",48,95,2,76.8,169.5,591.51,10059.07,10650.58,0,1569.41,1569.41,591.51,11628.48,12219.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110870210262001,School,Gregory Intermediate,Central A & M CUD 21,Moweaqua,Shelby,UNIT,MEDIUM,ELEMENTARY, 3 4 5,Exemplary,All Students,Schoolwide Title I Program,51,102,2,76.8,128.5,1442.91,8669.86,10112.77,0,993.7,993.7,1442.91,9663.56,11106.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110870210262002,School,Bond Primary,Central A & M CUD 21,Assumption,Shelby,UNIT,MEDIUM,ELEMENTARY,PK K 1 2,Commendable,All Students,Schoolwide Title I Program,48,95,2,76.8,163.045,1516.9706,8415.5068,9932.4774,0,848.4204,848.4204,1516.9706,9263.9272,10780.8978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120130100260000,District,,Clay City CUSD 10,Clay City,Clay,UNIT,SMALL,,,,,,,,1,65.5,303.75,309.2724609,4208.841243,4518.113704,0,3780.162148,3780.162148,309.2724609,7989.003391,8298.275852,668781.23,3189382.52,1418482,44.6,122611,3.9,1205992,37.9,223070,7,212220,6.7,3182375,96602.49,5.14,4953.43,9572.55,1321822,44,446788,14.9,827426,27.6,405325,13.5,2046597,68.2,225635,7.5,91240,3,289260,9.6,273265,9.1,75364,2.5,0,0,0,0,3001361
120130100260002,School,Clay City High School,Clay City CUSD 10,Clay City,Clay,UNIT,SMALL,HIGH SCHOOL, 9 10 11 12,,,"Eligible, but Not a Participant in Title I Program",55,109,1,65.5,46,437.2,6734.58,7171.78,0,3647.97,3647.97,437.2,10382.55,10819.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120130100261001,School,Clay City Jr High School,Clay City CUSD 10,Clay City,Clay,UNIT,SMALL,MIDDLE SCHL, 6 7 8,Commendable,All Students,Schoolwide Title I Program,55,109,1,65.5,79.5,216.58,3712.18,3928.76,0,3847.53,3847.53,216.58,7559.71,7776.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120130100262001,School,Clay City Elem School,Clay City CUSD 10,Clay City,Clay,UNIT,SMALL,ELEMENTARY,PK K 1 2 3 4 5,Underperforming,Low Income,Schoolwide Title I Program,55,109,1,65.5,178.25,317.6,3778.55,4096.15,0,3784.23,3784.23,317.6,7562.78,7880.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120130250260000,District,,North Clay CUSD 25,Louisville,Clay,UNIT,MEDIUM,,,,,,,,1,65.3,582.585,290.0615043,6041.454597,6331.516101,22.7755,3608.723,3631.4985,312.8370043,9650.177597,9963.014601,785490,6589792.861,1855105,29.4,241616,3.8,3179575,50.3,658593,10.4,382601,6.1,6317490,79451.27,3.75,5114.62,8969.24,2851811,44.8,291530,4.6,1984697,31.2,1243201,19.5,4327306,67.9,306739,4.8,433393,6.8,284830,4.5,82091,1.3,182213,2.9,754667,11.8,0,0,6371239
